Year,Tm,Attendance,AttendG,BatAge,PAge,BPF,PPF,#HOF,#A-S,#a-tA-S,Est. Payroll,TmName,TmColor,WSWin
1978,PHI,"2,583,389","31,505",29.9,30.3,101,100,2,3,15,,Philadelphia Phillies,#E81828,FALSE
1977,PHI,"2,700,070","33,334",29.4,29.7,105,103,2,3,13,,Philadelphia Phillies,#E81828,FALSE
1976,PHI,"2,480,150","30,619",28.8,29.8,103,101,2,5,14,,Philadelphia Phillies,#E81828,FALSE
1975,PHI,"1,909,233","23,571",27.7,27.3,104,103,2,4,16,,Philadelphia Phillies,#E81828,FALSE
1974,PHI,"1,808,648","22,329",26.7,27.6,104,104,2,4,15,,Philadelphia Phillies,#E81828,FALSE
1973,PHI,"1,475,934","18,221",26.5,26.4,102,103,2,1,11,,Philadelphia Phillies,#E81828,FALSE
1972,PHI,"1,343,329","17,004",26.1,27,102,104,2,1,12,,Philadelphia Phillies,#E81828,FALSE
1971,PHI,"1,511,223","18,657",26.3,28.6,100,102,1,1,13,,Philadelphia Phillies,#E81828,FALSE
1970,PHI,"708,247","8,853",26.7,28.8,97,99,1,1,13,,Philadelphia Phillies,#E81828,FALSE
1969,PHI,"519,414","6,413",27.1,26.1,98,99,0,1,11,,Philadelphia Phillies,#E81828,FALSE
2019,PIT,"1,491,439","18,413",27.4,27.2,96,97,0,2,7,"$72,915,501.00",Pittsburgh Pirates,#FDB827,FALSE
2018,PIT,"1,465,316","18,316",27.8,26.5,96,97,0,1,8,"$88,141,000.00",Pittsburgh Pirates,#FDB827,FALSE
2017,PIT,"1,919,447","23,697",28.2,27.1,97,98,0,1,8,"$102,953,333.00",Pittsburgh Pirates,#FDB827,FALSE
2016,PIT,"2,249,201","27,768",28.9,28.6,99,99,0,2,14,"$81,187,933.00",Pittsburgh Pirates,#FDB827,FALSE
2015,PIT,"2,498,596","30,847",28.2,29.6,99,99,0,4,15,"$104,457,499.00",Pittsburgh Pirates,#FDB827,FALSE
2014,PIT,"2,442,564","30,155",27.3,28.1,99,98,0,3,14,"$80,729,000.00",Pittsburgh Pirates,#FDB827,FALSE
2013,PIT,"2,256,862","27,862",27.9,28.7,95,95,0,5,19,"$99,230,000.00",Pittsburgh Pirates,#FDB827,FALSE
2012,PIT,"2,091,918","25,826",27.6,30.2,95,95,0,2,15,"$70,077,000.00",Pittsburgh Pirates,#FDB827,FALSE
2011,PIT,"1,940,429","23,956",27.2,28.1,95,97,0,3,12,"$45,047,000.00",Pittsburgh Pirates,#FDB827,FALSE
2010,PIT,"1,613,399","19,919",26.5,28.6,98,100,0,1,9,"$37,443,000.00",Pittsburgh Pirates,#FDB827,FALSE
2009,PIT,"1,577,853","19,480",27,26.3,98,99,0,2,10,"$51,912,500.00",Pittsburgh Pirates,#FDB827,FALSE
2008,PIT,"1,609,076","19,865",28.4,26.5,96,97,0,1,10,"$48,689,783.00",Pittsburgh Pirates,#FDB827,FALSE
2007,PIT,"1,749,142","21,594",27.2,27.1,97,98,0,1,11,"$38,537,833.00",Pittsburgh Pirates,#FDB827,FALSE
2006,PIT,"1,861,549","22,982",27.8,27,98,99,0,2,13,"$46,717,750.00",Pittsburgh Pirates,#FDB827,FALSE
2005,PIT,"1,817,245","22,435",27.4,28.7,99,99,0,1,13,"$38,133,000.00",Pittsburgh Pirates,#FDB827,FALSE
2004,PIT,"1,580,031","19,750",27.2,27.7,99,99,0,1,9,"$32,227,929.00",Pittsburgh Pirates,#FDB827,FALSE
2003,PIT,"1,636,751","20,207",29.7,28.3,102,102,0,1,10,"$54,812,429.00",Pittsburgh Pirates,#FDB827,FALSE
2002,PIT,"1,784,988","22,312",27.9,28.1,102,103,0,1,6,"$42,323,599.00",Pittsburgh Pirates,#FDB827,FALSE
2001,PIT,"2,464,870","30,430",27.8,28.1,103,104,0,1,11,"$57,760,833.00",Pittsburgh Pirates,#FDB827,FALSE
2000,PIT,"1,748,908","21,591",28.3,27.1,99,100,0,2,7,"$31,328,334.00",Pittsburgh Pirates,#FDB827,FALSE
1999,PIT,"1,638,023","20,223",28.3,26.8,100,101,0,1,6,"$25,047,666.00",Pittsburgh Pirates,#FDB827,FALSE
1998,PIT,"1,560,950","19,271",26.7,26.5,102,103,0,1,7,"$15,065,000.00",Pittsburgh Pirates,#FDB827,FALSE
1997,PIT,"1,657,022","20,457",26.6,25.7,103,103,0,1,6,"$10,771,667.00",Pittsburgh Pirates,#FDB827,FALSE
1996,PIT,"1,332,150","16,652",28.8,27.9,103,104,0,1,9,"$23,017,500.00",Pittsburgh Pirates,#FDB827,FALSE
1995,PIT,"905,517","12,577",28.3,26.4,101,102,0,1,6,"$18,355,345.00",Pittsburgh Pirates,#FDB827,FALSE
1994,PIT,"1,222,520","20,041",29.1,27.2,101,102,0,1,7,"$24,217,250.00",Pittsburgh Pirates,#FDB827,FALSE
1993,PIT,"1,650,593","20,378",28.1,27.6,99,99,0,2,10,"$24,822,467.00",Pittsburgh Pirates,#FDB827,FALSE
1992,PIT,"1,829,395","22,585",28.7,29.2,100,99,0,2,9,"$33,944,167.00",Pittsburgh Pirates,#FDB827,FALSE
1991,PIT,"2,065,302","24,587",28.1,28.4,99,97,0,2,10,"$23,634,667.00",Pittsburgh Pirates,#FDB827,FALSE
1990,PIT,"2,049,908","25,308",27.7,28.9,96,95,0,3,12,"$15,556,000.00",Pittsburgh Pirates,#FDB827,FALSE
1989,PIT,"1,374,141","16,965",27,28.1,96,96,0,1,10,"$13,992,500.00",Pittsburgh Pirates,#FDB827,FALSE
1988,PIT,"1,866,713","23,046",26,26.2,98,98,0,3,8,"$7,128,500.00",Pittsburgh Pirates,#FDB827,FALSE
1987,PIT,"1,161,193","14,336",26.4,26.5,100,100,0,1,8,"$8,789,500.00",Pittsburgh Pirates,#FDB827,FALSE
1986,PIT,"1,000,917","12,357",27.2,28.5,102,103,0,2,10,"$10,938,500.00",Pittsburgh Pirates,#FDB827,FALSE
1985,PIT,"735,900","9,199",28.2,28.5,99,100,0,1,13,"$9,267,500.00",Pittsburgh Pirates,#FDB827,FALSE
1984,PIT,"773,500","9,549",28.3,28.9,100,101,0,1,10,"$4,425,833.00",Pittsburgh Pirates,#FDB827,FALSE
1983,PIT,"1,225,916","15,135",28.6,28.5,103,102,0,1,12,,Pittsburgh Pirates,#FDB827,FALSE
1982,PIT,"1,024,106","12,643",28.7,28.4,104,104,1,2,13,,Pittsburgh Pirates,#FDB827,FALSE
1981,PIT,"541,789","10,623",29.1,29.9,104,104,1,4,17,,Pittsburgh Pirates,#FDB827,FALSE
1980,PIT,"1,646,757","20,330",29.6,29.9,103,102,2,4,15,,Pittsburgh Pirates,#FDB827,FALSE
1979,PIT,"1,435,454","17,722",29.4,29.7,105,104,2,1,15,,Pittsburgh Pirates,#FDB827,TRUE
1978,PIT,"964,106","11,903",29.1,28.3,105,104,2,1,14,,Pittsburgh Pirates,#FDB827,FALSE
1977,PIT,"1,237,349","15,276",28.1,27.3,102,101,2,3,13,"$1,068,800.00",Pittsburgh Pirates,#FDB827,FALSE
1976,PIT,"1,025,945","12,666",28.5,27.6,100,99,1,1,12,,Pittsburgh Pirates,#FDB827,FALSE
1975,PIT,"1,270,018","15,875",27.6,27.8,98,97,1,3,14,,Pittsburgh Pirates,#FDB827,FALSE
1974,PIT,"1,110,552","13,711",27.1,27.7,96,95,1,1,12,,Pittsburgh Pirates,#FDB827,FALSE
1973,PIT,"1,319,913","16,295",27,28.8,98,96,1,2,11,,Pittsburgh Pirates,#FDB827,FALSE
1972,PIT,"1,427,460","18,301",27.9,27.9,98,97,3,5,13,,Pittsburgh Pirates,#FDB827,FALSE
1971,PIT,"1,501,132","18,764",27.6,27.7,102,99,3,4,14,,Pittsburgh Pirates,#FDB827,TRUE
1970,PIT,"1,341,947","16,365",27.7,27.9,97,96,3,1,14,,Pittsburgh Pirates,#FDB827,FALSE
1969,PIT,"769,369","9,498",27.2,28.2,98,97,4,2,14,,Pittsburgh Pirates,#FDB827,FALSE
2019,SDP,"2,396,399","29,585",26.1,26.3,95,96,0,1,5,"$90,260,767.00",San Diego Padres,#2F241D,FALSE
2018,SDP,"2,168,536","26,772",26.9,27.7,93,95,0,1,6,"$93,821,067.00",San Diego Padres,#2F241D,FALSE
2017,SDP,"2,138,491","26,401",26.2,27.7,95,97,0,1,7,"$49,248,767.00",San Diego Padres,#2F241D,FALSE
2016,SDP,"2,351,422","29,030",28.1,28.1,95,95,0,2,11,"$50,656,166.00",San Diego Padres,#2F241D,FALSE
2015,SDP,"2,459,752","30,367",27.6,29.1,95,95,0,1,8,"$125,203,700.00",San Diego Padres,#2F241D,FALSE
2014,SDP,"2,195,373","27,103",27.9,28.8,92,92,0,2,6,"$76,662,100.00",San Diego Padres,#2F241D,FALSE
2013,SDP,"2,166,691","26,749",28.1,28.8,91,91,0,1,11,"$65,988,600.00",San Diego Padres,#2F241D,FALSE
2012,SDP,"2,123,721","26,219",27.4,28,91,91,0,1,12,"$55,494,700.00",San Diego Padres,#2F241D,FALSE
2011,SDP,"2,143,018","26,457",28,28.1,93,93,0,1,9,"$45,869,140.00",San Diego Padres,#2F241D,FALSE
2010,SDP,"2,131,774","26,318",29.1,27.2,91,91,0,2,10,"$37,799,300.00",San Diego Padres,#2F241D,FALSE
2009,SDP,"1,919,603","23,699",28,26.8,90,90,0,2,10,"$50,954,200.00",San Diego Padres,#2F241D,FALSE
2008,SDP,"2,427,535","29,970",28.9,30.2,87,88,2,1,11,"$73,677,616.00",San Diego Padres,#2F241D,FALSE
2007,SDP,"2,790,074","34,445",29.9,31.5,90,90,2,3,12,"$58,110,567.00",San Diego Padres,#2F241D,FALSE
2006,SDP,"2,659,757","32,837",30.7,30.6,91,90,2,1,14,"$69,896,141.00",San Diego Padres,#2F241D,FALSE
2005,SDP,"2,869,787","35,429",31.1,31,91,91,1,1,12,"$63,290,833.00",San Diego Padres,#2F241D,FALSE
2004,SDP,"3,016,752","37,244",29.6,30,90,90,1,1,13,"$55,384,833.00",San Diego Padres,#2F241D,FALSE
2003,SDP,"2,030,084","25,063",28.5,27.8,91,92,1,1,13,"$45,210,000.00",San Diego Padres,#2F241D,FALSE
2002,SDP,"2,220,601","27,415",29.1,27.8,90,91,1,1,7,"$41,425,000.00",San Diego Padres,#2F241D,FALSE
2001,SDP,"2,378,128","29,360",28.9,28.7,91,91,3,2,8,"$39,182,833.00",San Diego Padres,#2F241D,FALSE
2000,SDP,"2,352,443","29,043",28.6,27.5,92,92,2,1,9,"$55,021,000.00",San Diego Padres,#2F241D,FALSE
1999,SDP,"2,523,538","31,155",29.7,28.8,92,92,2,3,11,"$49,768,179.00",San Diego Padres,#2F241D,FALSE
1998,SDP,"2,555,874","31,554",31.1,29.8,92,92,2,5,11,"$46,861,500.00",San Diego Padres,#2F241D,FALSE
1997,SDP,"2,089,333","25,794",30.8,28.1,93,93,3,3,11,"$37,363,672.00",San Diego Padres,#2F241D,FALSE
1996,SDP,"2,187,886","27,011",30.9,28.7,94,94,3,2,11,"$28,348,172.00",San Diego Padres,#2F241D,FALSE
1995,SDP,"1,041,805","14,470",28.8,26.6,97,97,2,1,9,"$26,382,334.00",San Diego Padres,#2F241D,FALSE
1994,SDP,"953,857","16,734",27.2,26.8,97,98,2,1,7,"$14,916,333.00",San Diego Padres,#2F241D,FALSE
1993,SDP,"1,375,432","16,981",26.9,26.7,101,102,2,2,10,"$25,511,333.00",San Diego Padres,#2F241D,FALSE
1992,SDP,"1,721,406","21,252",28.4,29.1,102,102,1,5,9,"$26,854,167.00",San Diego Padres,#2F241D,FALSE
1991,SDP,"1,804,289","22,275",28,29,103,103,1,2,12,"$22,150,001.00",San Diego Padres,#2F241D,FALSE
1990,SDP,"1,856,396","22,918",28.7,29.5,101,101,2,3,13,"$17,788,334.00",San Diego Padres,#2F241D,FALSE
1989,SDP,"2,009,031","24,803",27.9,29.2,101,100,2,3,13,"$15,295,000.00",San Diego Padres,#2F241D,FALSE
1988,SDP,"1,506,896","18,604",27.2,28,99,99,2,1,10,"$10,723,502.00",San Diego Padres,#2F241D,FALSE
1987,SDP,"1,454,061","17,951",26.5,27.7,96,97,2,1,12,"$12,065,796.00",San Diego Padres,#2F241D,FALSE
1986,SDP,"1,805,716","22,293",29.2,28.1,98,98,2,1,12,"$11,380,693.00",San Diego Padres,#2F241D,FALSE
1985,SDP,"2,210,352","27,288",29.7,28.2,99,98,2,7,9,"$11,191,583.00",San Diego Padres,#2F241D,FALSE
1984,SDP,"1,983,904","24,493",28.3,27.6,100,100,2,3,9,,San Diego Padres,#2F241D,FALSE
1983,SDP,"1,539,815","18,778",27.4,27.4,97,97,1,2,9,"$5,830,333.00",San Diego Padres,#2F241D,FALSE
1982,SDP,"1,607,516","19,846",26.6,27.4,96,96,1,1,8,,San Diego Padres,#2F241D,FALSE
1981,SDP,"519,161","9,439",25.9,27.6,94,94,1,2,5,,San Diego Padres,#2F241D,FALSE
1980,SDP,"1,139,026","14,062",28.1,28.7,94,95,3,1,9,,San Diego Padres,#2F241D,FALSE
1979,SDP,"1,456,967","17,987",27.5,29.1,93,94,4,2,8,,San Diego Padres,#2F241D,FALSE
1978,SDP,"1,670,107","20,619",26,28.4,91,92,4,2,8,,San Diego Padres,#2F241D,FALSE
1977,SDP,"1,376,269","16,991",25.7,26,89,91,2,1,6,"$1,173,667.00",San Diego Padres,#2F241D,FALSE
1976,SDP,"1,458,478","18,231",28.4,26.2,92,93,2,1,5,,San Diego Padres,#2F241D,FALSE
1975,SDP,"1,281,747","15,824",27.5,25.6,94,96,2,1,8,,San Diego Padres,#2F241D,FALSE
1974,SDP,"1,075,399","13,277",26.5,24.8,95,98,2,1,9,,San Diego Padres,#2F241D,FALSE
1973,SDP,"611,826","7,553",25.2,25.4,91,94,1,1,6,,San Diego Padres,#2F241D,FALSE
1972,SDP,"644,273","8,053",25.1,25.2,92,95,0,1,4,,San Diego Padres,#2F241D,FALSE
1971,SDP,"557,513","6,883",26.4,26.3,93,95,0,1,4,,San Diego Padres,#2F241D,FALSE
1970,SDP,"643,679","7,947",26.6,26.4,95,98,0,1,5,,San Diego Padres,#2F241D,FALSE
1969,SDP,"512,970","6,333",26.2,24.9,96,98,0,1,7,,San Diego Padres,#2F241D,FALSE
2019,SEA,"1,791,720","22,120",27.8,28.6,93,94,0,1,8,"$126,874,600.00",Seattle Mariners,#005C5C,FALSE
2018,SEA,"2,299,489","28,389",29.8,29,94,95,0,4,13,"$157,090,065.00",Seattle Mariners,#005C5C,FALSE
2017,SEA,"2,135,445","26,364",29.6,27.8,95,95,0,2,12,"$172,438,700.00",Seattle Mariners,#005C5C,FALSE
2016,SEA,"2,267,928","27,999",30.5,28.8,96,96,0,1,9,"$137,169,100.00",Seattle Mariners,#005C5C,FALSE
2015,SEA,"2,193,581","27,081",28.6,28.6,95,95,0,2,10,"$130,681,400.00",Seattle Mariners,#005C5C,FALSE
2014,SEA,"2,064,334","25,486",27.5,29,95,95,0,4,10,"$95,471,000.00",Seattle Mariners,#005C5C,FALSE
2013,SEA,"1,761,546","21,747",28.6,28,92,92,0,2,8,"$78,887,000.00",Seattle Mariners,#005C5C,FALSE
2012,SEA,"1,721,920","21,258",27,27.9,92,93,0,1,12,"$78,235,600.00",Seattle Mariners,#005C5C,FALSE
2011,SEA,"1,896,321","23,411",29.3,26.8,90,92,0,3,12,"$86,110,600.00",Seattle Mariners,#005C5C,FALSE
2010,SEA,"2,085,630","25,749",29.6,27.1,93,95,1,1,14,"$86,510,000.00",Seattle Mariners,#005C5C,FALSE
2009,SEA,"2,195,533","27,105",29.9,27.4,94,95,1,2,9,"$100,134,166.00",Seattle Mariners,#005C5C,FALSE
2008,SEA,"2,329,702","28,762",29.7,28.5,96,97,0,1,11,"$117,666,482.00",Seattle Mariners,#005C5C,FALSE
2007,SEA,"2,672,223","32,588",29.9,28.1,96,97,0,2,10,"$106,460,833.00",Seattle Mariners,#005C5C,FALSE
2006,SEA,"2,481,165","30,632",28.7,28,97,97,0,2,16,"$87,959,833.00",Seattle Mariners,#005C5C,FALSE
2005,SEA,"2,725,459","33,648",28.7,31.4,95,96,0,1,21,"$87,754,334.00",Seattle Mariners,#005C5C,FALSE
2004,SEA,"2,940,731","35,863",31.6,30.4,97,97,1,1,19,"$81,515,834.00",Seattle Mariners,#005C5C,FALSE
2003,SEA,"3,268,509","40,352",32,29.8,95,95,1,5,20,"$86,959,167.00",Seattle Mariners,#005C5C,FALSE
2002,SEA,"3,542,938","43,740",31.2,30.2,97,95,1,3,20,"$80,282,668.00",Seattle Mariners,#005C5C,FALSE
2001,SEA,"3,507,326","43,300",31.4,30.8,94,92,1,8,19,"$74,720,834.00",Seattle Mariners,#005C5C,FALSE
2000,SEA,"2,914,624","35,983",31.4,29.3,94,93,2,3,16,"$60,495,000.00",Seattle Mariners,#005C5C,FALSE
1999,SEA,"2,916,346","36,004",29.3,28.2,102,102,2,1,12,"$54,125,003.00",Seattle Mariners,#005C5C,FALSE
1998,SEA,"2,651,511","32,735",29.8,31.3,99,98,3,2,11,"$54,802,036.00",Seattle Mariners,#005C5C,FALSE
1997,SEA,"3,192,237","39,410",29.3,30.4,98,98,3,5,14,"$41,540,661.00",Seattle Mariners,#005C5C,FALSE
1996,SEA,"2,723,850","33,628",28.7,27.8,99,99,3,5,12,"$41,328,501.00",Seattle Mariners,#005C5C,FALSE
1995,SEA,"1,643,203","22,510",28.8,28.8,101,101,3,4,12,"$36,481,311.00",Seattle Mariners,#005C5C,FALSE
1994,SEA,"1,104,206","25,096",27.4,27.1,101,101,4,2,10,"$29,228,500.00",Seattle Mariners,#005C5C,FALSE
1993,SEA,"2,052,638","25,341",27.9,28.3,101,101,3,2,13,"$33,646,333.00",Seattle Mariners,#005C5C,FALSE
1992,SEA,"1,651,367","20,387",28.3,27.4,100,100,3,2,12,"$23,304,833.00",Seattle Mariners,#005C5C,FALSE
1991,SEA,"2,147,905","26,517",28.1,27.5,100,100,3,1,10,"$15,691,833.00",Seattle Mariners,#005C5C,FALSE
1990,SEA,"1,509,727","18,639",27.9,26.9,100,100,3,2,12,"$12,867,667.00",Seattle Mariners,#005C5C,FALSE
1989,SEA,"1,298,443","16,030",26.6,26.1,103,104,3,1,11,"$10,099,500.00",Seattle Mariners,#005C5C,FALSE
1988,SEA,"1,022,398","12,622",27,26.4,104,105,1,1,9,"$7,754,950.00",Seattle Mariners,#005C5C,FALSE
1987,SEA,"1,134,255","14,003",26.8,25.9,105,106,1,2,9,"$4,623,000.00",Seattle Mariners,#005C5C,FALSE
1986,SEA,"1,029,045","12,549",26.7,26.9,100,101,0,1,12,"$5,958,309.00",Seattle Mariners,#005C5C,FALSE
1985,SEA,"1,128,696","13,599",26.9,26.1,100,101,0,1,12,"$4,613,000.00",Seattle Mariners,#005C5C,FALSE
1984,SEA,"870,372","10,745",27.1,26.1,98,99,0,1,11,,Seattle Mariners,#005C5C,FALSE
1983,SEA,"813,537","10,044",26.6,27.2,104,105,1,1,8,,Seattle Mariners,#005C5C,FALSE
1982,SEA,"1,070,404","13,215",28,27.3,103,104,1,1,7,,Seattle Mariners,#005C5C,FALSE
1981,SEA,"636,276","11,163",28.6,26.8,104,106,0,1,7,,Seattle Mariners,#005C5C,FALSE
1980,SEA,"836,204","10,324",28.6,26.5,101,102,0,1,6,,Seattle Mariners,#005C5C,FALSE
1979,SEA,"844,447","10,425",28.6,25.5,102,104,0,1,8,,Seattle Mariners,#005C5C,FALSE
1978,SEA,"877,440","10,833",27,26.9,99,101,0,1,7,,Seattle Mariners,#005C5C,FALSE
1977,SEA,"1,338,511","16,525",26.2,27.9,99,101,0,1,4,,Seattle Mariners,#005C5C,FALSE
1969,SEP,"677,944","8,268",28,28.4,97,99,0,2,11,"$612,500.00",Seattle Mariners,#005C5C,FALSE
2019,SFG,"2,707,760","33,429",29.9,28.9,94,95,0,1,15,"$175,550,753.00",San Francisco Giants,#FD5A1E,FALSE
2018,SFG,"3,156,185","38,965",29.8,28.6,93,94,0,2,14,"$202,060,277.00",San Francisco Giants,#FD5A1E,FALSE
2017,SFG,"3,303,652","40,786",29.5,28.9,98,98,0,1,14,"$177,399,833.00",San Francisco Giants,#FD5A1E,FALSE
2016,SFG,"3,365,256","41,546",29.1,30,96,96,0,4,15,"$177,021,333.00",San Francisco Giants,#FD5A1E,FALSE
2015,SFG,"3,375,882","41,678",28.9,31.5,99,98,0,4,13,"$180,018,166.00",San Francisco Giants,#FD5A1E,FALSE
2014,SFG,"3,368,697","41,589",28.6,31.7,95,94,0,3,16,"$163,510,167.00",San Francisco Giants,#FD5A1E,TRUE
2013,SFG,"3,369,106","41,087",28.7,29.6,93,92,0,4,12,"$139,845,667.00",San Francisco Giants,#FD5A1E,FALSE
2012,SFG,"3,377,371","41,696",27.8,30,89,89,0,4,15,"$117,637,350.00",San Francisco Giants,#FD5A1E,TRUE
2011,SFG,"3,387,303","41,819",30.2,28.5,92,91,0,5,15,"$124,198,333.00",San Francisco Giants,#FD5A1E,FALSE
2010,SFG,"3,037,443","37,499",29.6,27.9,97,97,0,2,11,"$98,641,333.00",San Francisco Giants,#FD5A1E,TRUE
2009,SFG,"2,862,110","35,335",29,28.7,102,101,1,2,15,"$91,944,450.00",San Francisco Giants,#FD5A1E,FALSE
2008,SFG,"2,863,837","35,356",29.6,27.1,102,102,0,2,12,"$76,594,500.00",San Francisco Giants,#FD5A1E,FALSE
2007,SFG,"3,223,215","39,793",32.7,27.3,101,101,0,1,14,"$90,219,056.00",San Francisco Giants,#FD5A1E,FALSE
2006,SFG,"3,130,313","38,646",33.7,28.7,100,100,0,1,14,"$90,056,419.00",San Francisco Giants,#FD5A1E,FALSE
2005,SFG,"3,181,023","39,272",32.2,30,101,101,0,1,11,"$90,199,500.00",San Francisco Giants,#FD5A1E,FALSE
2004,SFG,"3,256,854","39,718",31.6,30.1,101,101,0,2,8,"$82,019,166.00",San Francisco Giants,#FD5A1E,FALSE
2003,SFG,"3,264,898","40,307",32.1,28.6,99,98,0,2,12,"$82,852,167.00",San Francisco Giants,#FD5A1E,FALSE
2002,SFG,"3,253,203","40,163",32.1,29.2,95,94,0,3,12,"$78,299,835.00",San Francisco Giants,#FD5A1E,FALSE
2001,SFG,"3,311,958","40,888",31.5,29.2,93,91,0,3,13,"$63,280,167.00",San Francisco Giants,#FD5A1E,FALSE
2000,SFG,"3,318,800","40,973",29.9,28.5,93,92,0,2,10,"$53,737,826.00",San Francisco Giants,#FD5A1E,FALSE
1999,SFG,"2,078,399","25,659",30.3,28.6,94,94,0,2,9,"$46,798,057.00",San Francisco Giants,#FD5A1E,FALSE
1998,SFG,"1,925,364","23,770",30.7,31.8,95,95,0,2,11,"$42,738,334.00",San Francisco Giants,#FD5A1E,FALSE
1997,SFG,"1,690,869","20,875",29.6,28.9,98,98,0,3,9,"$35,592,378.00",San Francisco Giants,#FD5A1E,FALSE
1996,SFG,"1,413,922","17,243",28.9,28.4,95,96,0,2,7,"$37,144,725.00",San Francisco Giants,#FD5A1E,FALSE
1995,SFG,"1,241,500","17,243",28.8,28.6,95,96,0,2,8,"$36,462,777.00",San Francisco Giants,#FD5A1E,FALSE
1994,SFG,"1,704,608","28,410",28.4,28.5,94,94,0,3,9,"$42,638,666.00",San Francisco Giants,#FD5A1E,FALSE
1993,SFG,"2,606,354","32,177",28,28.5,96,96,0,4,11,"$35,159,000.00",San Francisco Giants,#FD5A1E,FALSE
1992,SFG,"1,560,998","19,272",28.1,28.2,95,95,0,1,10,"$33,163,168.00",San Francisco Giants,#FD5A1E,FALSE
1991,SFG,"1,737,478","21,450",28.4,28.9,96,97,0,1,17,"$30,967,666.00",San Francisco Giants,#FD5A1E,FALSE
1990,SFG,"1,975,528","24,389",29.1,29.5,96,96,1,4,17,"$21,565,333.00",San Francisco Giants,#FD5A1E,FALSE
1989,SFG,"2,059,701","25,428",28.5,31.6,97,96,1,3,19,"$15,040,834.00",San Francisco Giants,#FD5A1E,FALSE
1988,SFG,"1,785,297","22,041",28.3,31.1,96,95,0,2,20,"$12,822,500.00",San Francisco Giants,#FD5A1E,FALSE
1987,SFG,"1,917,168","23,669",27.9,29.1,96,95,0,1,20,"$8,532,500.00",San Francisco Giants,#FD5A1E,FALSE
1986,SFG,"1,528,748","18,873",26.9,29.3,95,95,1,3,15,"$8,947,000.00",San Francisco Giants,#FD5A1E,FALSE
1985,SFG,"818,697","10,107",27.7,27.7,95,96,0,1,13,"$8,221,714.00",San Francisco Giants,#FD5A1E,FALSE
1984,SFG,"1,001,545","12,365",29,27.4,97,98,0,2,15,,San Francisco Giants,#FD5A1E,FALSE
1983,SFG,"1,251,530","15,451",28,27.8,97,98,0,3,12,,San Francisco Giants,#FD5A1E,FALSE
1982,SFG,"1,200,948","14,827",29.2,27.4,99,99,1,1,12,,San Francisco Giants,#FD5A1E,FALSE
1981,SFG,"632,274","11,930",29.7,29.1,98,98,1,1,12,,San Francisco Giants,#FD5A1E,FALSE
1980,SFG,"1,096,115","13,532",28.2,27.6,97,98,1,2,10,,San Francisco Giants,#FD5A1E,FALSE
1979,SFG,"1,456,402","17,980",28.1,28.3,93,94,1,1,12,,San Francisco Giants,#FD5A1E,FALSE
1978,SFG,"1,740,477","21,487",27.2,27.8,96,96,1,2,10,,San Francisco Giants,#FD5A1E,FALSE
1977,SFG,"700,056","8,643",26.7,27,99,100,1,1,10,"$882,000.00",San Francisco Giants,#FD5A1E,FALSE
1976,SFG,"626,868","7,739",26.2,25.8,102,103,0,1,11,,San Francisco Giants,#FD5A1E,FALSE
1975,SFG,"522,919","6,456",25.6,24.9,104,105,0,1,8,,San Francisco Giants,#FD5A1E,FALSE
1974,SFG,"519,987","6,420",25.2,25.3,105,105,0,1,8,,San Francisco Giants,#FD5A1E,FALSE
1973,SFG,"834,193","10,299",25.6,26.8,104,105,2,2,9,,San Francisco Giants,#FD5A1E,FALSE
1972,SFG,"647,744","8,412",25.5,27,102,101,3,1,11,,San Francisco Giants,#FD5A1E,FALSE
1971,SFG,"1,106,043","13,655",27.3,28.5,99,99,4,4,12,,San Francisco Giants,#FD5A1E,FALSE
1970,SFG,"740,720","9,145",28,28.4,99,99,4,4,12,,San Francisco Giants,#FD5A1E,FALSE
1969,SFG,"873,603","10,785",27.9,29.5,99,98,4,3,13,,San Francisco Giants,#FD5A1E,FALSE
2019,STL,"3,480,393","42,968",28.8,27.8,98,97,0,1,12,"$161,120,267.00",St. Louis Cardinals,#C41E3A,FALSE
2018,STL,"3,403,587","42,020",28.1,26.7,97,96,0,2,12,"$157,713,667.00",St. Louis Cardinals,#C41E3A,FALSE
2017,STL,"3,448,337","42,572",28,28.3,98,97,0,2,15,"$129,652,933.00",St. Louis Cardinals,#C41E3A,FALSE
2016,STL,"3,444,490","42,525",28.5,28,98,97,0,2,12,"$150,353,500.00",St. Louis Cardinals,#C41E3A,FALSE
2015,STL,"3,520,889","43,468",28.4,28.2,101,100,0,6,14,"$128,241,500.00",St. Louis Cardinals,#C41E3A,FALSE
2014,STL,"3,540,649","43,712",28.6,27.2,100,99,0,4,15,"$129,932,500.00",St. Louis Cardinals,#C41E3A,FALSE
2013,STL,"3,369,769","41,602",28.7,26.9,101,100,0,6,15,"$112,583,000.00",St. Louis Cardinals,#C41E3A,FALSE
2012,STL,"3,262,109","40,273",29.2,28.6,98,96,0,6,16,"$112,071,000.00",St. Louis Cardinals,#C41E3A,FALSE
2011,STL,"3,093,954","38,197",29.3,30.2,98,97,0,3,14,"$105,433,572.00",St. Louis Cardinals,#C41E3A,TRUE
2010,STL,"3,301,218","40,756",28.8,30.2,97,96,0,5,14,"$93,540,751.00",St. Louis Cardinals,#C41E3A,FALSE
